,index,TP_FUNDO,DENOM_SOCIAL,DT_REG,SIT,CLASSE,RENTAB_FUNDO,CONDOM,FUNDO_COTAS,FUNDO_EXCLUSIVO,PUBLICO_ALVO,TAXA_PERFM,INF_TAXA_PERFM,TAXA_ADM,INF_TAXA_ADM,ADMIN,GESTOR,RETORNO,VOLATILIDADE,SHARPE,SORTINO,INFORMATION_RATIO,CALMAR_RATIO,PAIN_INDEX,PAIN_RATIO
1256,09.519.413/0001-51,FI,BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI HEALTH CARE,2008-06-06,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.15,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.04206906628090724,0.0023488275394338664,17.91066631100854,-7233.612450080631,3433.473729444181,14.997130757329073,-3.3197377769839405e-05,32240.540688295194
1257,09.522.470/0001-90,FI,BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREÇOS,2008-08-27,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,Índice de Mercado Andima Geral,Aberto,N,N,Público Geral,20.0,,0.5,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.031145998628076734,0.11298193508243555,0.2756723772287271,-151.91726396965703,380.9506713076742,0.20999485598192835,-0.033653851697077526,32.12780772074113
1258,09.522.705/0001-43,FI,BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO HEALTH CARE PLUS,2008-10-28,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.2,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.05082518861640375,0.003149424225581987,16.13793029327819,-5350.66342049654,2911.376230848443,10.138287029775563,-0.0002366005638882532,4486.655775254562
1259,09.525.418/0001-97,FI,SICOOB ANS FUNDO DE INVESTIMENTO RENDA FIXA,2008-05-07,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.35,,BANCOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,BANCOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,0.04355852190970676,0.003003340000138409,14.503360228179082,-5649.331662903014,3196.12521392885,8.239655183642167,-9.726725797706322e-05,10988.404272241876
1260,09.528.698/0001-97,FI,BAHIA AM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2008-05-23,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Público Geral,20.0,-,1.37,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,BAHIA AM RENDA VARIÁVEL LTDA,0.03538358710619972,0.033190085285811556,1.066089068512453,-515.1127716866454,739.0913333874009,0.5365672755129425,-0.014868604059612565,72.43362481037002
1261,09.528.778/0001-42,FI,ALOCAÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2008-06-03,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,Não se aplica,Aberto,S,N,Qualificado,10.0,"'Para informações adicionais, vide o Regulamento",1.07,,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,GGP GESTÃO DE PATRIMÔNIO LTDA.,0.06148524797097304,0.04260816575567068,1.4430390719832857,-391.52790333732406,868.0244555408447,1.0099730668548907,-0.006963918891640711,150.9042887194738
1262,09.531.769/0001-00,FI,SAFRA PETROBRAS 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,2008-06-20,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,S,N,Público Geral,0.0,,3.5,,SAFRA SERVIÇOS DE ADMINISTRAÇÃO FIDUCIÁRIA LTDA.,SAFRA ASSET MANAGEMENT LTDA.,0.27600633773371935,0.5492667849022013,0.5024995964080792,-24.171986075557356,63.09138071823041,0.4163763916571231,-0.20695980834321653,4.041191108436852
1263,09.543.255/0001-75,FI,RIO BRAVO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA,2008-07-24,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.45,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,RIO BRAVO INVESTIMENTOS LTDA,0.043188325919615606,0.011736922180414854,3.6796977312913453,-1446.0980634875393,1018.7200643129764,0.7786695138049551,-0.007299095302476655,146.48146171371695
1264,09.548.719/0001-36,FI,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA MUTUA RENDA FIXA LONGO PRAZO,2008-10-08,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,,Aberto,S,N,Qualificado,0.0,,0.05,,CAIXA ECONOMICA FEDERAL,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.04618975550980689,0.003406353621816764,13.559882689211753,-4968.683847255717,3064.8131333851,6.778669845733231,-0.00024483198160805936,4354.74447619803
1265,09.548.725/0001-93,FI,FUNDO DE INVESTIMENTO CAIXA SAUDE SUPLEMENTAR ANS II RENDA FIXA LONGO PRAZO,2008-10-08,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,,Aberto,N,N,Qualificado,0.0,,0.2,,CAIXA ECONOMICA FEDERAL,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.04626350406677533,0.0024402920014882945,18.95818370857257,-6935.204265060333,3383.7227252663074,16.81512307737781,-2.8553375484429752e-05,37337.3358792097
1266,09.548.729/0001-71,FI,FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST CAIXA FOCO ÍNDICE DE PREÇOS RENDA FIXA LONGO PRAZO,2012-03-19,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,,Aberto,S,N,Público Geral,0.0,,1.0,,CAIXA ECONOMICA FEDERAL,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.05797051792436648,0.04047788051893983,1.4321529976660152,-413.5117797313561,926.0261923665845,1.0725410450762503,-0.006603578198102703,159.671003425491
1267,09.550.197/0001-07,FI,4UM SMALL CAPS FUNDO DE INVESTIMENTO EM AÇÕES,2008-06-02,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,N,N,Público Geral,20.0,-,2.0,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4UM GESTÃO DE RECURSOS LTDA.,-0.02080131011757195,0.27954107636423253,-0.07441235609491804,-64.35027242151351,132.0831940943939,-0.0496369126403297,-0.14664169400357482,7.72748700723594
1268,09.553.241/0001-32,FI,GÁVEA PLUS BP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2008-06-24,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Qualificado,0.0,,0.0,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.10813245362891696,0.03915901116609579,2.7613683392122774,-407.1038541444943,765.7169606923453,3.9368808806999427,-0.004412721748581447,227.577916443074
1269,09.564.065/0001-34,FI,BRAM FUNDO DE INVESTIMENTO EM AÇÕES IBRX ATIVO,2008-12-12,EM FUNCIONAMENTO NORMAL,Fundo de Ações,IBrX,Aberto,N,N,Público Geral,0.0,,0.0,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.026062325413379463,0.31842128181119655,0.0818485663556645,-54.1565788821327,108.66848181659648,0.055939572299056606,-0.1304533624245648,8.32717631351897
1270,09.564.069/0001-12,FI,BRADESCO CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST RENDA FIXA REF DI FEDERAL,2008-12-18,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.15,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.04423217902668797,0.0024954537147709767,17.72510496382716,-6794.824396732386,3377.9423780671905,13.513795866217707,-3.7674822838882255e-05,28351.514765055836
1271,09.564.108/0001-81,FI,BRADESCO FC DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO TIPUANA,2008-09-01,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,OUTROS,Aberto,S,N,Qualificado,0.0,,0.36,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.03739176413014652,0.05928375455613288,0.6307253042609184,-287.84880664008915,538.0315464449825,0.2931956664057845,-0.013133226015293561,81.85183972560652
1272,09.564.242/0001-82,FI,BRADESCO PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA JURO REAL IMA-B,2008-09-22,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,OUTROS,Aberto,S,N,Qualificado,0.0,,0.5,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.03467545761000022,0.09550006469016263,0.3630935510096267,-179.13996275136182,416.1185287546059,0.26249802880609674,-0.027407182620774406,39.32162719225425
1273,09.573.694/0001-20,FI,TNA ESTRATÉGICO FUNDO DE INVESTIMENTO DE AÇÕES,2008-07-08,EM FUNCIONAMENTO NORMAL,Fundo de Ações,OUTROS,Aberto,N,N,Qualificado,0.0,,0.6,,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,"TABOACO, NIECKELE E ASSOCIADOS - GESTAO PATRIMONIAL LTDA",-0.01449046705395419,0.2927083344930941,-0.049504798279995904,-61.11326799137174,125.84116454197729,-0.04076113883654011,-0.1085308352966212,10.382864362817235
1274,09.573.796/0001-46,FI,MURANO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,2008-06-12,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.0,,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,MURANO INVESTIMENTOS GESTÃO DE RECURSOS LTDA,0.0222713911741405,0.12800214288112055,0.17399233069734318,-135.19138111329198,278.5526341128996,0.09797212572160396,-0.12044386091710808,9.050681998563702
1275,09.577.036/0001-07,FI,BRASIL CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,2008-10-09,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Índice Geral de Preços-Mercado (IGP-M),Aberto,S,N,Qualificado,20.0,"'Para informações adicionais, vide o Regulamento",1.38,,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,BC GESTÃO DE RECURSOS LTDA,-0.03595222708894606,0.35007337861395077,-0.10269911762868715,-52.072105110822875,96.9329451622453,-0.0709776480484464,-0.15558832592089017,7.3805196842784895
1276,09.577.092/0001-41,FI,OCTANTE CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO IE,2009-05-18,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Qualificado,20.0,,,"1% a.a com minimo mensal de R$ 2.000,00",INTRAG DTVM LTDA.,OCTANTE GESTÃO DE RECURSOS LTDA,0.0799781666227789,0.06048770774235065,1.322221813454206,-270.94298052365673,344.8493115202172,0.4934829040097307,-0.018258907640864123,56.54184405209483
1277,09.577.098/0001-19,FI,MIRAE ASSET DISCOVERY FUNDO DE INVESTIMENTO EM AÇÕES,2008-12-16,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,N,N,Público Geral,20.0,"Para informações adicionais, vide o Regulamento",2.0,,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,GLOBAL X BRASIL GESTORA DE INVESTIMENTOS LTDA.,0.04564501748423947,0.33675304122465943,0.13554448481962816,-50.285341463440204,95.97790747979515,0.09921089981742663,-0.13485036167935438,7.910438238692521
1278,09.577.188/0001-00,FI,PORTO SEGURO CORPORATIVO VALOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,2008-06-06,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,S,N,Qualificado,10.0,,,"0,2",INTRAG DTVM LTDA.,PORTO SEGURO INVESTIMENTOS LTDA,0.004713559568281725,0.30879536957128706,0.015264346660462388,-56.94226711338135,113.19293278877011,0.010901759396718776,-0.13328287626579507,8.31057181897043
1279,09.577.447/0001-00,FI,SANTANDER RENDA FIXA REFERENCIADO DI TÍTULOS PÚBLICOS PREMIUM FIC FI,2008-11-14,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.2,,BANCO SANTANDER (BRASIL) S.A.,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,0.04476081902464012,0.002679455373073049,16.70519295617312,-6325.083094330109,3334.4621546503436,11.42578149317322,-5.5846249890129314e-05,19116.9444338675
1280,09.577.500/0001-65,FI,SANTANDER RENDA FIXA CRÉDITO PRIVADO CRESCIMENTO FI LONGO PRAZO,2010-12-27,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,20.0,20% do que exceder 102% CDI,0.1,,BANCO SANTANDER (BRASIL) S.A.,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,0.05409398802787052,0.008615700333317763,6.278536385334078,-1949.8842540414767,1817.4514834611605,2.3433316400030617,-0.004006518973204885,264.13864356162435
1281,09.581.694/0001-72,FI,BB EXCELÊNCIA 22 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,2008-06-04,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Qualificado,20.0,,0.2,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.04716728210614635,0.0025942809153849133,18.181254707780226,-6518.020606342046,3262.9769956031437,19.191500911730895,-2.6697305862121236e-05,39899.276668935716
1282,09.586.692/0001-76,FI,MURANO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2008-06-12,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Público Geral,25.0,O fundo cobrara 25.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho,2.0,,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,MURANO INVESTIMENTOS GESTÃO DE RECURSOS LTDA,0.0019160649774165905,0.1273431801692245,0.015046467151757633,-138.42843601021212,280.3776303708918,0.007657010002242517,-0.1335479236366776,8.31502564620727
1283,09.586.825/0001-04,FI,SQUADRA AZZURRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,2008-07-04,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Não se aplica,Aberto,S,N,Público Geral,0.0,,2.8,,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,SQUADRA INVESTIMENTOS - GESTÃO DE RECURSOS LTDA.,-0.017872606624949793,0.3368842896308688,-0.05305265687673706,-53.25879906738605,104.28630690224288,-0.036695051354810965,-0.1389614217129726,8.133502577237651
1284,09.591.381/0001-03,FI,CSHG DI MAX PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO,2008-07-10,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.75,,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,CREDIT SUISSE HEDGING-GRIFFO WEALTH MANAGEMENT S.A.,0.04701759381669845,0.0035255108569946124,13.33639172417114,-4797.021872587291,3041.696731563663,8.975345020790941,-0.00019617917307207264,5430.509592402204
1285,09.594.596/0001-70,FI,BANESTES PREVIDENCIARIO FUNDO DE INVESTIMENTO RENDA FIXA IMA-B,2008-10-24,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,Índice de Mercado Andima todas NTN-B,Aberto,N,N,Público Geral,0.0,,0.2,,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO,BANESTES DTVM SA,-0.004499212956530424,0.159915341940635,-0.02813496755177284,-110.869641600752,263.6750124588754,-0.01963071428850223,-0.09141929100246068,12.217002294850321
1286,09.599.346/0001-22,FI,4UM MARLIM DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES,2008-06-12,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,N,N,Público Geral,20.0,-,2.0,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4UM GESTÃO DE RECURSOS LTDA.,0.016071257216286525,0.26564619840803066,0.06049872843126928,-65.51274086036432,125.60259131812916,0.03728037978597692,-0.12685155367626896,8.642379111852591
1287,09.601.190/0001-77,FI,ÓRAMA OURO FUNDO DE INVESTIMENTO MULTIMERCADO,2008-07-31,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,Ouro 250 gramas,Aberto,N,N,Público Geral,0.0,,0.6,,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ÓRAMA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.12523787098750458,0.21805763924320304,0.5743337927630449,-71.8628539783047,150.20674418566253,0.5065709256598828,-0.11395101803238755,8.662780035418816
1288,09.601.197/0001-99,FI,MULTINVEST FUNDO DE INVESTIMENTO MULTIMERCADO,2010-06-30,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,N,N,Público Geral,20.0,,2.5,,ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,MULTINVEST CAPITAL ADMINISTRADORA DE RECURSOS LTDA,inf,,,inf,223.23306970583369,inf,-0.13361736301223232,-inf
1289,09.605.786/0001-45,FI,BB TOP MULTI LP ABSOLUTO FUNDO DE INVESTIMENTO MULTIMERCADO,2008-06-11,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,N,N,Público Geral,0.0,,1.0,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.05734690324401683,0.05560325771997738,1.031358693636632,-301.20501344782747,662.9926902415581,0.6153314174236127,-0.0081631231906911,129.24263754505273
1290,09.606.247/0001-20,FI,JBFO INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,2008-10-16,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,OUTROS,Aberto,S,N,Qualificado,0.0,,0.53,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,JULIUS BAER FAMILY OFFICE BRASIL GESTÃO DE PATRIMÔNIO LTDA.,0.024876455177700957,0.09951322310259904,0.2499814034970318,-173.4787783402805,399.69312593742467,0.1687655434610609,-0.03267812172513693,33.27896349072869
1291,09.606.287/0001-72,FI,CONSENSO V -  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2009-01-13,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Qualificado,0.0,,0.08,,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.,0.04947243271013966,0.1213856289896782,0.4075641665484673,-139.00313796748736,286.93317567311357,0.23789583224114502,-0.027971692774184806,37.99906036737735
1292,09.606.378/0001-08,FI,POLO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO  EM AÇÕES,2009-01-16,EM FUNCIONAMENTO NORMAL,Fundo de Ações,DI de um dia,Aberto,S,N,Qualificado,20.0,,2.0,,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,POLO CAPITAL GESTÃO DE RECURSOS LTDA,0.03346322650601954,0.21756790107309357,0.1538058984848933,-78.72081092417403,172.02918261502768,0.12130599565146537,-0.07164611262410885,15.058838630486287
1293,09.616.639/0001-70,FI,GERAÇÃO FUTURO FUNDO DE INVESTIMENTO EM AÇÕES INVESTPOST,2012-03-08,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,N,N,Público Geral,0.0,,2.0,,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,inf,,,inf,109.34264221419056,inf,-0.1468540833763123,-inf
1294,09.619.858/0001-03,FI,VOTORANTIM FIC ABSOLUTE CREDIT II MULTIMERCADO CRÉDITO PRIVADO,2009-07-10,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Qualificado,0.0,,0.45,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA,VOTORANTIM ASSET MANAGEMENT DTVM LTDA,0.06352249603810409,0.009782522055253264,6.493468215999798,-1702.0095021363488,2768.17292960908,5.1963491254033425,-0.0008799948878864283,1191.8796272727675
1295,09.620.860/0001-00,FI,ANGÁ PORTFÓLIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,2008-06-17,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,N,N,Público Geral,20.0,"Para informacoes adicionais, vide o Regulamento",2.5,,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,0.051413784234441644,0.005066764716574595,10.14726104534811,-3324.0472522009522,3607.753267930095,9.865411698421104,-0.00017750049851091894,5977.204006074466
1296,09.625.909/0001-00,FI,ARTESANAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2008-10-02,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Público Geral,20.0,O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho,2.0,,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ARTESANAL INVESTIMENTOS LTDA,0.05884607072402135,0.012278226149022499,4.792717613260955,-1362.1007823402808,2347.759077270301,4.677205900985715,-0.0009182538749523459,1147.3127781189858
1297,09.632.730/0001-80,FI,BB RENDA FIXA CURTO PRAZO PLENO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2008-07-02,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,1.5,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.030882720046808993,0.0018652805984523374,16.556608197411713,-9204.023184434087,3686.1206779935437,34534.32126147537,-1.4805656904675984e-09,730455772.3647859
1298,09.635.130/0001-75,FI,BAHIA AM VALUATION MASTER FUNDO DE INVESTIMENTO EM AÇÕES,2009-12-14,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,N,N,Público Geral,0.0,,0.1,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,BAHIA AM RENDA VARIÁVEL LTDA,0.006755138034626185,0.3285240046317788,0.02056208355976173,-53.424100268568175,107.74917925557415,0.014469082373875071,-0.1456568549354583,7.590547918046162
1299,09.635.172/0001-06,FI,BAHIA AM VALUATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,2009-11-24,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,S,N,Público Geral,20.0,-,1.9,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,BAHIA AM RENDA VARIÁVEL LTDA,-0.016970890409785968,0.3265605886916973,-0.05196858101516966,-54.89865896274479,108.13592796783922,-0.036288223744469196,-0.1504417019389055,7.506837205833617
1300,09.635.615/0001-69,FI,BB TOP AÇÕES CONSTRUÇÃO CIVIL FUNDO DE INVESTIMENTO DE AÇÕES,2008-07-18,EM FUNCIONAMENTO NORMAL,Fundo de Ações,,Aberto,N,N,Público Geral,0.0,,1.0,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,-0.1778678058337147,0.4719177910146178,-0.3769042176844,-43.40141043379074,80.57901070288861,-0.299829352276,-0.39813714284852986,3.240688049390818
1301,09.636.393/0001-07,FI,BNP PARIBAS MATCH DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CRÉDITO PRIVADO,2008-09-03,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.35,,BANCO BNP PARIBAS BRASIL S/A,BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA,0.047194095575685,0.0040751574097357204,11.580925797598969,-4149.32458169321,2614.3160377163645,15.026006160267524,-0.00016386646282139048,6500.270775963756
1302,09.636.619/0001-61,FI,BNP PARIBAS SOBERANO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA - SIMPLES,2008-10-02,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.22,,BANCO BNP PARIBAS BRASIL S/A,BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA,0.043998335870128726,0.002638394300420444,16.676179092381048,-6428.1074001592315,3362.9674341005602,11.79672269190777,-4.5267755281148745e-05,23601.17334090352
1303,09.636.818/0001-70,FI,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,2008-06-27,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.15,,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,CREDIT SUISSE HEDGING-GRIFFO WEALTH MANAGEMENT S.A.,0.04305548798756774,0.00322307064799171,13.358530634255734,-5266.669901814319,3252.9201408529675,6.256876628776558,-0.00018199488861404665,5875.522082898881
